,Altura,Año,Nombre,Peso,Yardas_totales
23,177.5,2005,"Hollings, Tony", 218,149
24,182.88,1950,"Hollingsworth, Joe", 200,26
25,185.928,1932,"Holm, Tony", 214,233
26,177.5,1987,"Holman, Walter", 208,7
27,185.928,1931,"Holmer, Walt", 188,266
28,182.88,1997,"Holmes, Darick", 237,"1,769"
29,180,1980,"Holmes, Jack", 210,393
30,175,2002,"Holmes, Priest", 213,"8,172"
31,175,1972,"Holmes, Robert", 221,"2,510"
32,185.928,1947,"Holovak, Mike", 213,720
33,182.88,1933,"Hood, Frank", 235,1
34,180,1975,"Hooks, Jim", 225,245
35,182.88,1979,"Hooks, Roland", 197,"1,682"
36,188.976,1965,"Hooligan, Harry", 225,0
37,182.88,2004,"Hoover, Brad", 245,961
38,177.5,1971,"Hopkins, Andy", 186,2
39,185.928,1969,"Hopkins, Roy", 235,826
40,182.88,1944,"Hopp, Harry", 209,531
41,182.88,1961,"Horner, Sam", 198,355
42,188.976,1961,"Hornung, Paul", 215,"3,711"
43,182.88,1933,"Horstmann, Roy", 188,180
44,195.072,1987,"Horton, Ethan", 240,"2,360"
45,177.5,1948,"Horvath, Les", 173,186
46,180,1923,"Horween, Arnie", 206,0
47,177.5,1922,"Horween, Ralph", 200,0
48,182.88,2016,"Houma, Sione", 243,0
49,188.976,2005,"Houser, Kevin", 252,0
50,182.88,2006,"Houston, Cedric", 220,676
51,182.88,2015,"Houston, Stephen", 225,0
52,172.5,1945,"Hovious, Junie", 180,5
53,182.88,1987,"Howard, Bobby", 213,210
54,177.5,1999,"Howard, Chris", 221,123
55,177.5,1921,"Howard, Tubby", 210,0
56,180,1951,"Howard, Sherman", 193,842
57,182.88,1988,"Howard, William", 240,809
58,177.5,1949,"Howell, Earl", 180,0
59,177.5,1938,"Howell, John", 185,7
60,188.976,1980,"Howell, Steve", 227,235
61,172.5,1921,"Hower, Karl", How,0
62,192.024,2007,"Hoyte, Oliver", 252,0
63,185.928,1973,"Hubbard, Marv", 225,"4,544"
64,185.928,1969,"Hubbert, Brad", 235,"1,270"
65,185.928,1982,"Huckleby, Harlan", 199,779
66,175,1921,"Hudson, Johnnie", 170,0
67,NaN,1925,"Hudson, Dick", 182,0
68,180,1973,"Hudson, Bob", 210,77
69,192.024,1922,"Huffine, Ken", 208,0
70,185.928,1955,"Hugasian, Harry", 192,34
71,175,2011,"Huggins, Kareem", 198,11
72,180,1944,"Huggins, Roy", 195,41
73,182.88,1983,"Hughes, David", 220,"1,041"
74,175,1957,"Hughes, Dick", 185,6
0,180.0,2013,"Hughes, Robert", 235,16
1,175.0,1997,"Hughes, Tyrone", 175,0.0
2,188.976,1965,"Hughley, George", 223,175
3,192.024,1971,"Hull, Mike", 220,207
4,185.928,2006,"Humes, Cedric", 233,0
5,185.928,1991,"Humphrey, Bobby", 201,"2,857"
6,177.5,1994,"Humphrey, Ronald", 211,91
7,182.88,1951,"Hunsinger, Chuck", 188,834
8,185.928,2007,"Hunt, Tony", 227,25
9,182.88,1945,"Hunt, Jackie", 192,1
10,185.928,1974,"Hunt, Bob", 210,0
11,180.0,1979,"Hunter, Al", 195,715
12,175.0,1987,"Hunter, Tony", 215,0
13,180.0,2002,"Hunter, Dameon", 221,0
14,172.5,1995,"Hunter, Earnest", 201,144
15,177.5,1987,"Hunter, Eddie", 205,210
16,185.928,1965,"Hunter, Billy", 185,29
17,185.928,1986,"Hunter, Herman", 197,287
18,182.88,1991,"Hunter, Ivy Joe", 237,100
19,170.0,2013,"Hunter, Kendall", 199,"1,204"
20,180.0,1999,"Huntley, Richard", 225,"1,701"
21,185.928,2011,"Hurt, Kolby", 233,0
22,177.5,1984,"Hutchison, Anthony", 186,63
23,195.072,1953,"Huzvar, John", 247,893
24,185.928,2013,"Hynoski, Henry", 266,33
25,182.88,1975,"Hynoski, Henry", 210,38
26,180.0,1965,"Iacovazzi, Cosmo", 209,0
27,188.976,2014,"Igwenagu, Emil", 245,0
28,175.0,2007,"Ilaoa, Nate", 245,0
29,182.88,1928,"Illman, Ted", 190,0
30,177.5,1997,"Ingoglia, Rene", 202,0
31,180.0,1996,"Innocent, Dou", 212,0
32,182.88,2015,"Iosefa, Joey", 245,51
33,180.0,2007,"Irons, Kenny", 200,0
34,182.88,1933,"Irvin, Tex", 225,0
35,180.0,2000,"Irvin, Sedrick", 226,182
36,185.928,1938,"Irwin, Don", 196,586
37,170.0,1921,"Irwin, Jim", 165,0
38,182.88,1923,"Isabel, Wilmer", 180,0
39,185.928,1940,"Isbell, Cecil", 190,"1,522"
40,192.024,1972,"Isenbarger, John", 203,80
41,172.5,2013,"Isles, Carlin", 158,0
42,180.0,1996,"Ismail, Raghib", 188,"5,295"
43,182.88,2003,"Isom, Jasen", 240,0
44,182.88,1987,"Isom, Rickey", 224,41
45,182.88,1945,"Itzel, Jack", 190,11
46,188.976,1949,"Iverson, Duke", 208,0.0
47,182.88,1983,"Ivery, Eddie Lee", 210,"2,933"
48,180.0,1993,"Ivlow, John", 226,0
49,182.88,1979,"Ivory, Horace", 197,"1,425"
50,177.5,1987,"Jackson, Andrew", 190,232
51,177.5,1983,"Jackson, Billy", 217,"1,365"
52,177.5,2010,"Jackson, Brandon", 215,"1,383"
53,180.0,1991,"Jackson, Cedric", 229,55
54,172.5,1975,"Jackson, Jazz", 167,91
55,177.5,2002,"Jackson, Curtis", 194,60
56,177.5,2016,"Jackson, Don", 209,32
57,175.0,1985,"Jackson, Earnest", 213,"4,167"
58,185.928,1964,"Jackson, Frank", 185,"2,955"
59,185.928,2010,"Jackson, Fred", 215,"5,746"
60,177.5,1928,"Jackson, Pete", 200,0
61,180.0,1966,"Jackson, Jim", 193,0.0
62,177.5,2003,"Jackson, James", 215,"1,082"
63,180.0,2007,"Jackson, Jerome", 206,0
64,182.88,1962,"Jackson, Leroy", 198,142
65,180.0,1981,"Jackson, Louis", 195,68
66,188.976,2004,"Jackson, Marlion", 240,2
67,182.88,1973,"Jackson, Randy", 220,70
68,185.928,2011,"Jackson, Rashawn", 240,0
69,185.928,2003,"Jackson, Ray", 227,0
70,192.024,1964,"Jackson, Bobby", 238,624
71,180.0,1950,"Jackson, Bob", 210,122
72,185.928,1994,"Jackson, Sean", 222,0
73,192.024,2000,"Jackson, Sheldon", 250,71
74,188.976,2006,"Jackson, Steven", 255,0
0,188.976,2010,"Jackson, Steven", 240,"11,438"
1,182.88,2003,"Jackson, Terry", 221,331
2,182.88,1962,"Jackson, Roland", 210,0
3,188.976,2006,"Jackson, Tony", 264,0
4,182.88,1999,"Jackson, Vershan", 236,0
5,185.928,1989,"Jackson, Bo", 227,"2,782"
6,185.928,1978,"Jackson, Wilbur", 215,"3,852"
7,185.928,1966,"Jacobs, Allen", 215,301
8,195.072,2009,"Jacobs, Brandon", 264,"5,094"
9,182.88,1952,"Jagade, Chick", 213,"1,554"
10,195.072,1987,"James, Arrike", 238,0
11,188.976,1967,"James, Claudis", 190,148
12,182.88,2004,"James, Edgerrin", 219,"12,246"
13,177.5,1987,"James, Garry", 214,"1,510"
14,182.88,2011,"James, Javarris", 208,112
15,182.88,1986,"James, Craig", 215,"2,469"
16,175,2014,"James, LaMichael", 200,193
17,167.5,1986,"James, Lionel", 171,"1,062"
18,175,1960,"James, Dick", 179,"1,930"
19,185.928,1974,"James, Po", 202,"1,215"
20,177.5,1951,"James, Tommy", 185,0.0
21,172.5,2014,"James, Waymon", 203,0
22,170,2013,"Jamison, Jawan", 203,0
23,185.928,1998,"Janes, Ron", 271,0
24,185.928,1941,"Janiak, Len", 203,0.0
25,175,1939,"Jankowski, Ed", 201,"1,002"
26,175,1954,"Janowicz, Vic", 187,410
27,NaN,1922,"Jansing, Whitey", 175,0
28,182.88,1944,"Jarvi, Toimi", 200,0.0
29,182.88,1987,"Jean-Batiste, Garland", 208,18
30,188.976,1941,"Jefferson, Billy", 208,222
31,180,1988,"Jeffery, Tony", 208,8
32,185.928,2006,"Jemison, Mike", 225,0
33,185.928,1945,"Jenkins, Jack", 206,274
34,172.5,1985,"Jenkins, Ken", 183,397
35,177.5,1987,"Jenkins, Keyvan", 190,88
36,180,2002,"Jenkins, Ronney", 190,5
37,177.5,2010,"Jennings, Chris", 219,220
38,185.928,2013,"Jennings, Rashad", 231,"3,772"
39,175,1976,"Jennings, Rick", 180,22
40,185.928,1988,"Jennings, Stanford", 205,"1,250"
41,185.928,1983,"Jensen, Derrick", 221,780
42,195.072,1985,"Jensen, Jim", 212,"2,171"
43,192.024,1979,"Jensen, Jim", 230,"1,126"
44,172.5,1931,"Jensvold, Leo", 173,0
45,182.88,1999,"Jervey, Travis", 222,503
46,180,1987,"Jessie, Tim", 190,37
47,170,1956,"Jeter, Perry", 178,327
48,180,1980,"Jodat, Jim", 210,866
49,182.88,2006,"Joe, Branden", 242,0
50,175,1949,"Joe, Larry", 190,0
51,188.976,1966,"Joe, Billy", 235,"2,010"
52,188.976,1931,"Joesting, Herb", 194,36
53,182.88,1975,"Johnson, Al", 200,10
54,182.88,1939,"Johnson, Bert", 212,368
55,182.88,2004,"Johnson, Kyle", 242,39
56,182.88,1978,"Johnson, Andy", 204,"2,017"
57,182.88,1995,"Johnson, Anthony", 225,"2,966"
58,185.928,2003,"Johnson, Bryan", 242,10
59,180,1943,"Johnson, Cecil", 197,79
60,180,2012,"Johnson, Cody", 252,0
61,170,2013,"Johnson, Dennis", 193,183
62,192.024,1979,"Johnson, Dennis", 220,227
63,182.88,2016,"Johnson, Devon", 245,0
64,182.88,2008,"Johnson, Dionte", 238,0
65,182.88,1954,"Johnson, Don", 187,456
66,185.928,1999,"Johnson, Dustin", 235,0
67,182.88,1965,"Johnson, Ellis", 195,29
68,175,1972,"Johnson, Essex", 201,"3,236"
69,177.5,2010,"Johnson, Gartrell", 219,79
70,180,1948,"Johnson, Harvey", 212,0.0
71,177.5,1954,"Johnson, Herb", 172,168
72,180,2010,"Johnson, Ian", 212,0
73,180,2010,"Johnson, James", 197,29
74,185.928,2001,"Johnson, J.J.", 240,748
0,180.0,2006,"Johnson, Jeremi", 275,149
1,175.0,2011,"Johnson, Jeremiah", 210,77
2,180.0,1921,"Johnson, Jerry", 195,0
3,185.928,2009,"Johnson, Jerome", 258,0
4,182.88,1964,"Johnson, Curley", 215,209
5,188.976,1960,"Johnson, John Henry", 210,"6,803"
6,192.024,1992,"Johnson, Johnny", 220,"4,078"
7,182.88,1958,"Johnson, Joe", 185,376
8,188.976,1979,"Johnson, Ken", 220,168
9,185.928,1975,"Johnson, Kermit", 201,124
10,177.5,2015,"Johnson, Gus", 215,0
11,185.928,2007,"Johnson, Larry", 235,"6,223"
12,182.88,1996,"Johnson, LeShon", 215,955
13,188.976,1934,"Johnson, Lorne", 195,0
14,185.928,2015,"Johnson, Malcolm", 231,2
15,185.928,1977,"Johnson, Marshall", 191,137
16,182.88,2006,"Johnson, Marty", 240,0
17,180.0,1952,"Johnson, Marvin", 183,0.0
18,188.976,1987,"Johnson, Nate", 224,0
19,177.5,1924,"Johnson, Oscar", 199,0
20,182.88,1981,"Johnson, Pete", 252,"5,626"
21,188.976,1968,"Johnson, Preston", 230,6
22,185.928,2011,"Johnson, Quinn", 255,5
23,185.928,1939,"Johnson, Ray", 195,0.0
24,185.928,1969,"Johnson, Rich", 225,42
25,185.928,1972,"Johnson, Ron", 205,"4,308"
26,177.5,2005,"Johnson, Rudi", 225,"5,979"
27,180.0,1965,"Johnson, Rudy", 190,60
28,182.88,1976,"Johnson, Sammy", 223,830
29,180.0,2010,"Johnson, Stafon", 222,0
30,188.976,2010,"Johnson, Tervaris", 248,0
31,182.88,1993,"Johnson, Tracy", 242,228
32,175.0,1990,"Johnson, Undra", 199,0
33,188.976,2014,"Johnson, Will", 240,14
34,182.88,2001,"Johnson, Leon", 232,799
35,188.976,1986,"Johnson, Bill", 230,475
36,172.5,1935,"Johnston, Swede", 196,726
37,188.976,1994,"Johnston, Daryl", 242,753
38,185.928,1943,"Johnston, Jimmy", 193,0.0
39,182.88,1946,"Johnston, Pres", 205,0
40,185.928,1960,"Johnston, Rex", 195,12
41,180.0,1972,"Jolley, Lewis", 210,6
42,180.0,1962,"Jonas, Don", 195,0
43,188.976,1975,"Jones, Andrew", 216,110
44,185.928,1984,"Jones, A.J.", 202,2
45,188.976,1943,"Jones, Art", 192,0.0
46,180.0,1925,"Jones, Ben", 205,0
47,180.0,2006,"Jones, Brandon", 236,0
48,180.0,1995,"Jones, Calvin", 205,112
49,182.88,1970,"Jones, Clint", 205,"2,178"
50,192.024,2012,"Jones, Dominique", 270,103
51,180.0,1986,"Jones, E.J.", 216,26
52,177.5,1947,"Jones, Special Delivery", 193,41
53,177.5,2010,"Jones, Felix", 215,"2,912"
54,175.0,1998,"Jones, George", 212,371
55,185.928,2009,"Jones, Greg", 251,913
56,185.928,1970,"Jones, Greg", 201,166
57,188.976,1969,"Jones, Harry", 205,85
58,182.88,1946,"Jones, Harvey", 175,0.0
59,188.976,1969,"Jones, Henry", 235,3
60,177.5,1982,"Jones, James", 200,331
61,188.976,1988,"Jones, James", 229,"3,626"
62,177.5,1974,"Jones, Jimmie", 205,147
63,177.5,2007,"Jones, Julius", 208,"5,068"
64,177.5,2014,"Jones, Kadeem", 266,0
65,175.0,1990,"Jones, Keith", 179,160
66,185.928,1991,"Jones, Keith", 210,791
67,182.88,2006,"Jones, Kevin", 225,"3,176"
68,195.072,1978,"Jones, Kim", 238,80
69,182.88,1995,"Jones, Larry", 244,0
70,180.0,1920,"Jones, Marshall", 165,0
71,177.5,1987,"Jones, Kirk", 210,0
72,182.88,1975,"Jones, Steve", 200,"1,204"
73,177.5,2006,"Jones, Thomas", 212,"10,591"
74,177.5,1941,"Jones, Thurman", 198,5
0,172.5,1992,"Jones, Victor", 212,75
1,195.072,1950,"Jones, Dub", 202,"1,449"
2,180.0,1991,"Jones, Bill", 222,47
3,180.0,1962,"Jones, Willie", 208,17
4,170.0,2010,"Jones-Drew, Maurice", 210,"8,167"
5,188.976,1990,"Jordan, Tony", 220,371
6,182.88,1984,"Jordan, Donald", 210,70
7,185.928,1967,"Jordan, Jimmy", 200,0
8,185.928,1971,"Jordan, Jeff", 215,50
9,177.5,2005,"Jordan, LaMont", 242,"3,734"
10,182.88,1989,"Jordan, Buford", 222,687
11,180.0,1997,"Jordan, Randy", 220,574
12,192.024,1991,"Jorden, Tim", 240,177
13,185.928,2002,"Joseph, Elvis", 219,294
14,182.88,1993,"Joseph, James", 222,823
15,188.976,2006,"Joseph, Keith", 249,0
16,185.928,1969,"Josephson, Les", 207,"3,407"
17,177.5,2014,"Josey, Henry", 190,0
18,180.0,1994,"Jourdain, Yonel", 204,87
19,170.0,2003,"Joyce, Delvin", 195,41
20,177.5,1984,"Joyner, Willie", 200,22
21,180.0,2002,"Julien, Jarmar", 235,0
22,177.5,1952,"Justice, Charlie", 176,"1,284"
23,172.5,1945,"Juzwik, Steve", 186,75
24,172.5,1944,"Kabealo, Mike", 185,152
25,175.0,2010,"Kackert, Chad", 199,0
26,185.928,1930,"Kahl, Cy", 195,0
27,192.024,1943,"Kahler, Bob", 201,0.0
28,172.5,1951,"Kalmanir, Tom", 171,415
29,180.0,1936,"Kane, Carl", 195,0
30,180.0,1981,"Kane, Rick", 200,"1,486"
31,185.928,1966,"Kantor, Joe", 218,2
32,172.5,1938,"Karamatic, George", 187,185
33,175.0,1938,"Karcis, Bull", 223,"1,799"
34,172.5,2012,"Karim, Deji", 209,341
35,180.0,2007,"Karney, Mike", 260,99
36,177.5,1945,"Karnofsky, Abe", 175,218
37,180.0,1952,"Karras, Johnny", 187,42
38,180.0,1937,"Kaska, Tony", 193,49
39,177.5,1923,"Kasper, Cy", 170,0
40,175.0,1997,"Kaufman, Napoleon", 185,"4,792"
41,180.0,1934,"Kavel, George", 170,10
42,182.88,2008,"Keasey, Zak", 235,0.0
43,177.5,2001,"Keaton, Curtis", 222,91
44,175.0,1937,"Keen, Rabbit", 170,164
45,177.5,1944,"Keene, Bob", 185,29
46,180.0,2007,"Keith, Kenton", 198,533
47,180.0,1947,"Kellagher, Bill", 205,0
48,182.88,1977,"Kellar, Mark", 225,74
49,180.0,1956,"Keller, Ken", 185,628
50,177.5,1936,"Kellogg, Clarence", 205,164
51,182.88,1966,"Kellogg, Mike", 230,3
52,177.5,1925,"Kellogg, Bill", 178,0
53,188.976,2011,"Kelly, Bryson", 235,0
54,182.88,1968,"Kelly, Leroy", 202,"7,274"
55,177.5,1948,"Kelly, Bob", 190,0.0
56,177.5,1933,"Kelsch, Mose", 235,48
57,182.88,1924,"Kendrick, Jim", 197,0
58,182.88,1975,"Kendrick, Vince", 231,74
59,180.0,1948,"Kennedy, Bob", 195,0
60,182.88,1949,"Kennedy, Bob", 178,0.0
61,188.976,1954,"Kercher, Dick", 205,1
62,185.928,1937,"Kercheval, Ralph", 190,0.0
63,185.928,1974,"Kersey, Merritt", 205,35.5
64,180.0,2013,"Kettani, Eric", 240,0
65,182.88,1947,"Keuper, Ken", 207,0.0
66,192.024,1971,"Keyes, Leroy", 208,369
67,177.5,1960,"Keyes, Bob", 183,7
68,182.88,1965,"Keys, Brady", 185,0.0
69,192.024,1977,"Keyworth, Jon", 230,"2,653"
70,185.928,1946,"Kielbasa, Max", 185,-2
71,182.88,1942,"Kiick, George", 198,0.0
72,180.0,1972,"Kiick, Jim", 214,"3,759"
73,185.928,1963,"Killett, Charlie", 205,36
74,182.88,2009,"Kimble, Anthony", 215,0
0,188.976,1947,"Kimbrough, John", 210,0
1,182.88,1958,"Kinard, Billy", 189,0.0
2,180,2006,"Kincade, Keylon", 204,9
3,185.928,1997,"Kinder, Randy", 213,0
4,177.5,1924,"Kinderdine, Walt", 170,0
5,182.88,1964,"Kinderman, Keith", 221,111
6,185.928,1951,"Kindt, Don", 207,586
7,185.928,1922,"King, Rip", 205,0
8,185.928,1986,"King, Bruce", 219,121
9,180,2011,"King, Caleb", 212,0
10,182.88,1998,"King, Carlos", 230,0
11,180,1961,"King, Claude", 185,194
12,175,1954,"King, Emmett", 195,167
13,177.5,1979,"King, Horace", 208,"2,081"
14,180,1982,"King, Kenny", 203,"2,477"
15,195.072,1962,"King, Phil", 223,"2,192"
16,172.5,1922,"King, Dick", 175,0
17,177.5,2004,"King, Vick", 215,9
18,180,1949,"Kingery, Wayne", 175,0
19,175,2008,"Kinlaw, Rodney", 201,0
20,185.928,1987,"Kinnebrew, Larry", 255,"3,133"
21,188.976,1974,"Kinney, Jeff", 215,"1,285"
22,185.928,1943,"Kinscherf, Carl", 188,98
23,185.928,2000,"Kirby, Charles", 249,0
24,180,1949,"Kirby, Jack", 185,6
25,185.928,1997,"Kirby, Terry", 225,"2,875"
26,182.88,2008,"Kirtman, David", 238,0
27,182.88,1944,"Kish, Ben", 207,0.0
28,180,1942,"Kissell, Adolph", 190,-1
29,177.5,1949,"Kissell, Veto", 205,0.0
30,177.5,1929,"Kittredge, Paul", 170,0
31,188.976,1998,"Kitts, Jim", 248,0
32,180,1931,"Kitzmiller, Dutch", 170,0
33,182.88,1937,"Kizzire, Lee", 200,20
34,180,2009,"Klecko, Dan", 275,5
35,192.024,2005,"Kleinsasser, Jimmy", 272,"1,688"
36,192.024,1985,"Klever, Rocky", 225,514
37,198.12,2007,"Klopfenstein, Joe", 262,397
38,175,1946,"Kmetovic, Pete", 175,53
39,185.928,1921,"Knab, Shiner", 190,0
40,192.024,1934,"Knapper, Jack", 190,19
41,177.5,1944,"Knolla, Johnny", 180,0.0
42,182.88,1924,"Knop, Oscar", 191,0
43,182.88,1946,"Koch, George", 200,101
44,188.976,1963,"Kochman, Roger", 205,232
45,180,1923,"Koehler, Bob", 185,0
46,180,1987,"Konecny, Mark", 197,46
47,192.024,2001,"Konrad, Rob", 255,114
48,192.024,2012,"Konz, Jameson", 234,0
49,182.88,1968,"Kopay, Dave", 218,876
50,177.5,1925,"Koppisch, Walt", 180,0
51,180,1938,"Kosel, Stan", 190,49
52,180,1945,"Koshlap, Julie", 180,0
53,185.928,1973,"Kosins, Gary", 215,100
54,180,1935,"Kostka, Stan", 225,249
55,172.5,1927,"Kotal, Eddie", 170,0
56,180,1978,"Kotar, Doug", 205,"3,380"
57,175,1933,"Kottler, Marty", 180,0
58,182.88,1961,"Kovac, Ed", 195,6
59,182.88,1960,"Kowalczyk, Walt", 208,264
60,182.88,1987,"Kowgios, Nick", 216,2
61,192.024,1967,"Koy, Ernie", 230,"1,723"
62,188.976,1972,"Koy, Ted", 212,142
63,185.928,1946,"Kozlowski, Stan", 200,0
64,185.928,1941,"Kracum, George", 212,169
65,177.5,1950,"Krall, Gerry", 185,0
66,182.88,1972,"Krause, Larry", 208,15
67,180,2004,"Kreider, Dan", 250,144
68,NaN,1920,"Krentler, Ty", 160,0
69,180,1921,"Krieger, Earl", 185,0
70,175,1931,"Kriss, Howie", 175,0
71,182.88,1959,"Krutko, Larry", 220,331
72,182.88,1960,"Kulbacki, Joe", 185,108
73,180,1947,"Kulbitski, Vic", 205,0
74,185.928,1976,"Kunz, Terry", 215,33
0,188.976,1967,"Kurek, Ralph", 210,434
1,180,1937,"Kusko, John", 194,236
2,185.928,1949,"Kusserow, Lou", 200,6
3,175,1923,"Kyle, Johnny", 214,0
4,182.88,1923,"LaFleur, Joe", 223,0
5,185.928,1975,"LaGrand, Morris", 220,38
6,188.976,1944,"Lach, Steve", 207,580
7,180,1934,"Lackman, Rick", 186,124
8,182.88,1986,"Lacy, Ken", 222,235
9,175,1921,"Ladrow, Wally", 180,0
10,180,1921,"Laduron, Doc", 185,0
11,182.88,1977,"Laidlaw, Scott", 206,"1,007"
12,192.024,1996,"Laing, Aaron", 260,147
13,182.88,1926,"Laird, Jim", 194,0
14,180,1947,"Lamana, Pete", 210,0.0
15,188.976,1970,"Lamb, Ron", 225,163
16,177.5,1925,"Lambeau, Curly", 187,0
17,182.88,1991,"Land, Dan", 195,0.0
18,182.88,1978,"Landers, Walt", 214,81
19,175,1990,"Landry, Anthony", 200,0
20,185.928,1952,"Landry, Tom", 195,0.0
21,180,1944,"Landsberg, Mort", 180,69
22,188.976,1997,"Lane, Eric", 240,13
23,182.88,1984,"Lane, Eric", 195,405
24,177.5,1998,"Lane, Fred", 205,"2,001"
25,180,2014,"Lane, Jorvorskie", 258,71
26,185.928,1973,"Lane, MacArthur", 220,"4,656"
27,180,1993,"Lang, David", 210,273
28,177.5,1987,"Lang, Gene", 196,"1,148"
29,185.928,1966,"Lang, Izzy", 232,873
30,188.976,1942,"Lankas, Jim", 220,2
31,180,1922,"Lanum, Jake", 190,0
32,192.024,1995,"Laro, Gordon", 253,0
33,167.5,1960,"Larscheid, Jack", 162,400
34,188.976,2010,"Larsen, Spencer", 245,62
35,185.928,1967,"Larson, Pete", 200,216
36,NaN,1922,"Larson, Swede",e La,0
37,177.5,1960,"Larson, Bill", 190,0
38,177.5,2015,"Lasike, Paul", 258,8
39,177.5,1994,"Lassic, Derrick", 205,269
40,177.5,1977,"Latin, Jerry", 190,560
41,180,1927,"Latone, Tony", 195,0
42,177.5,2009,"Latsko, Billy", 233,0
43,185.928,1991,"Lattimore, Brian", 202,0
44,180,2008,"Lattimore, Keon", 222,0
45,180,2013,"Lattimore, Marcus", 221,0
46,185.928,1954,"Lattner, Johnny", 195,237
47,182.88,2007,"Lau, Brad", 240,0
48,185.928,1955,"Laughlin, Bud", 200,58
49,180,1952,"Lauricella, Hank", 175,55
50,177.5,1943,"Laux, Ted", 185,22
51,180,1986,"Lavette, Robert", 190,40
52,177.5,1948,"Lawler, Al", 175,44
53,180,1981,"Lawrence, Amos", 181,55
54,172.5,1929,"Lawrence, Ed", 170,0
55,175,2013,"Lawrence, Kendial", 193,0
56,185.928,2010,"Lawrence, Matt", 209,0
57,175,1940,"Laws, Joe", 186,"1,932"
58,177.5,1989,"Lawson, Jamie", 240,0
59,188.976,1972,"Lawson, Odell", 218,130
60,188.976,1972,"Lawson, Roger", 215,176
61,182.88,2007,"Lawton, Luke", 240,13
62,180,1949,"Layden, Pete", 192,0.0
63,180,2003,"Layne, George", 250,32
64,180,1987,"LeBlanc, Michael", 199,170
65,182.88,2008,"Leach, Vonta", 260,93
66,180,1932,"Leahy, Bernie", 185,1
67,177.5,1979,"Leaks, Roosevelt", 225,"2,406"
68,177.5,1932,"Ledbetter, Doc", 190,170
69,177.5,1952,"Ledbetter, Toy", 198,729
70,180,1996,"Lee, Amp", 200,"1,512"
71,188.976,1968,"Lee, Dwight", 190,7
72,185.928,2009,"Lee, Jamall", 225,0
73,177.5,2006,"Lee, ReShard", 220,216
74,195.072,1977,"Lee, Ron", 226,940
0,192.024,1988,"Lee, Zeph", 208,0
1,182.88,1940,"Leemans, Tuffy", 195,"3,132"
2,180,1974,"Lefear, Billy", 197,143
3,188.976,1966,"Leftridge, Dick", 240,17
4,185.928,1993,"Legette, Burnie", 243,0
5,175,1948,"Leicht, Jake", 170,0.0
6,180,1971,"Leigh, Charlie", 206,372
7,177.5,1920,"Lentz, Pesty", 175,0
8,177.5,1967,"Leo, Bobby", 180,7
9,185.928,2011,"Leonard, Brian", 225,828
10,182.88,1936,"Leonard, Jim", 202,450
11,177.5,1953,"Lesane, Jimmy", 176,0.0
12,182.88,2013,"Leshoure, Mikel", 233,807
13,182.88,1996,"Lester, Fred", 232,0
14,188.976,1965,"Lester, Darrell", 228,102
15,175,1996,"Lester, Tim", 230,126
16,185.928,1999,"Levens, Dorsey", 230,"4,955"
17,177.5,1935,"Levey, Jim", 163,133
18,185.928,1998,"Levitt, Chad", 231,3
19,182.88,1996,"Levy, Chuck", 206,217
20,185.928,1928,"Lewellen, Verne", 180,115
21,185.928,1962,"Lewis, Dan", 199,"3,205"
22,177.5,1992,"Lewis, Darren", 219,431
23,185.928,1948,"Lewis, Ernie", 211,0
24,NaN,1931,"Lewis, Franklin",klin,0
25,192.024,1967,"Lewis, Gary", 225,"1,421"
26,177.5,1991,"Lewis, Greg", 214,644
27,182.88,1961,"Lewis, Hal", 200,20
28,177.5,2006,"Lewis, Jacque", 192,0
29,180,2004,"Lewis, Jamal", 245,"10,607"
30,175,2000,"Lewis, Jonas", 210,6
31,182.88,1982,"Lewis, Kenny", 190,43
32,188.976,1930,"Lewis, Tiny", 210,0
33,192.024,1982,"Lewis, Marvin", 208,0
34,182.88,2014,"Liaina, Ina", 250,0
35,175,1928,"Lidberg, Cully", 190,0
36,177.5,1950,"Lillywhite, Verl", 185,401
37,188.976,1990,"Limbrick, Garrett", 235,14
38,185.928,1965,"Lincoln, Keith", 215,"3,383"
39,188.976,1965,"Lind, Mike", 225,661
40,182.88,1945,"Lindow, Al", 165,0
41,177.5,2010,"Lindsay, Dominique", 201,0
42,180,1968,"Lindsey, Hub", 196,17
43,188.976,1969,"Lindsey, Jim", 210,566
44,188.976,1923,"Lingrel, Chim", 200,0
45,185.928,1999,"Linton, Jonathan", 234,"1,002"
46,180,1930,"Lintzenich, Joe", 187,0
47,177.5,1963,"Lisbon, Don", 197,561
48,177.5,1971,"Little, Floyd", 196,"6,323"
49,175,2008,"Little, Rafael", 195,0
50,182.88,1939,"Littlefield, Carl", 200,0.0
51,177.5,1921,"Livers, Mickey", 175,0
52,185.928,1967,"Livingston, Andy", 235,"1,216"
53,185.928,1948,"Livingston, Howie", 193,0.0
54,182.88,1960,"Livingston, Walt", 185,16
55,182.88,1949,"Livingstone, Bob", 173,0.0
56,185.928,1991,"Lloyd, Doug", 220,0
57,175,2011,"Locke, Derrick", 190,0
58,188.976,1963,"Lockett, J.W.", 226,770
59,177.5,1992,"Lockwood, Scott", 196,162
60,182.88,1992,"Logan, Marc", 228,"1,391"
61,167.5,2008,"Logan, Stefan", 180,52
62,180,1928,"Lollar, Slick", 200,0
63,185.928,1954,"Long, Buford", 195,164
